hotel_nombre;consumo_energia_kwh;residuos_generados_kg;porcentaje_reciclaje;uso_agua_m3;fecha
dHCI Executive Boutique Hotel;1697;1856;857;3150;2020-01-05
ProLiant Haven;1501;1753;735;3310;2020-01-05
Apollo Executive Beach Resort;1098;1596;940;3952;2020-01-05
Aruba Lodge;1940;1452;894;3032;2020-01-05
Alletra Haven;1180;1772;774;4658;2020-01-05
dHCI Platinum Beach Resort;2154;1700;910;4246;2020-01-05
GreenLake Platinum Heritage Inn;1883;1242;883;3233;2020-01-05
Pointnext Signature Residences & Suites;2393;1982;576;4676;2020-01-05
ProLiant Place;1829;1461;647;4696;2020-01-05
Synergy Golden Grand Hotel;2772;1089;792;4759;2020-01-05
Alletra Resort;3232;1418;657;4395;2020-01-05
GreenLake Digital Business Suites;3781;1964;929;3451;2020-01-05
Apollo Resort & Spa;2789;1935;864;4079;2020-01-05
Nimble Inn;2791;1171;707;4851;2020-01-05
Ezmeral Grand Hotel;3628;1736;776;3004;2020-01-05
Alletra Boutique Hotel;1065;1743;588;3103;2020-01-05
Simplivity Golden Plaza Hotel;3299;1228;718;3314;2020-01-05
Cray Villas;1979;1708;745;3932;2020-01-05
Apollo Diamond Suites;2897;1488;910;3599;2020-01-05
Apollo Towers;1311;1835;656;4166;2020-01-05
Alletra Diamond Grand Hotel;2425;1330;549;3878;2020-01-06
ProLiant Towers;2955;1542;662;3219;2020-01-06
Aruba Luxury Lodge;3877;1797;860;3387;2020-01-06
InfoSight Boutique Hotel;1258;1428;614;4293;2020-01-06
Primera Grand;2667;1679;512;3509;2020-01-06
dHCI Executive Boutique Hotel;2322;1654;814;3013;2020-01-06
ProLiant Haven;3784;1117;869;4848;2020-01-06
Apollo Executive Beach Resort;3650;1439;802;4494;2020-01-06
Aruba Lodge;2375;1696;620;4105;2020-01-06
Alletra Haven;1561;1923;942;4343;2020-01-06
dHCI Platinum Beach Resort;2844;1127;679;4903;2020-01-06
GreenLake Platinum Heritage Inn;3105;1821;535;3563;2020-01-06
Pointnext Signature Residences & Suites;1478;1571;928;3373;2020-01-06
ProLiant Place;3390;1096;872;4290;2020-01-06
Synergy Golden Grand Hotel;2834;1530;617;3894;2020-01-06
Alletra Resort;3150;1775;591;3875;2020-01-06
GreenLake Digital Business Suites;3809;1206;534;4823;2020-01-06
Apollo Resort & Spa;2765;1817;631;3889;2020-01-06
Nimble Inn;1719;1915;854;4070;2020-01-06
Ezmeral Grand Hotel;3493;1008;565;3014;2020-01-06
Alletra Boutique Hotel;3764;1734;918;3740;2020-01-06
Simplivity Golden Plaza Hotel;3075;1205;525;4964;2020-01-06
Cray Villas;2511;1742;686;4413;2020-01-06
Apollo Diamond Suites;2756;1484;864;4738;2020-01-06
Apollo Towers;2836;1317;835;4749;2020-01-06
Alletra Diamond Grand Hotel;2838;1824;681;3892;2020-01-07
ProLiant Towers;1269;1181;624;4132;2020-01-07
Aruba Luxury Lodge;3783;1861;694;4718;2020-01-07
InfoSight Boutique Hotel;3832;1239;586;4486;2020-01-07
Primera Grand;2479;1594;502;3567;2020-01-07
dHCI Executive Boutique Hotel;2011;1687;607;4260;2020-01-07
ProLiant Haven;2237;1133;739;3729;2020-01-07
Apollo Executive Beach Resort;3223;1037;868;3973;2020-01-07
Aruba Lodge;2892;1092;690;3088;2020-01-07
Alletra Haven;1200;1311;587;3639;2020-01-07
dHCI Platinum Beach Resort;2839;1443;882;4051;2020-01-07
GreenLake Platinum Heritage Inn;3810;1227;506;3460;2020-01-07
Pointnext Signature Residences & Suites;3158;1791;626;3290;2020-01-07
ProLiant Place;2204;1783;851;3712;2020-01-07
Synergy Golden Grand Hotel;3963;1038;528;4011;2020-01-07
Alletra Resort;2581;1984;765;3857;2020-01-07
GreenLake Digital Business Suites;2753;1074;568;3646;2020-01-07
Apollo Resort & Spa;1946;1661;636;4468;2020-01-07
Nimble Inn;3176;1975;890;4942;2020-01-07
Ezmeral Grand Hotel;1190;1347;797;3631;2020-01-07
Alletra Boutique Hotel;2210;1753;887;4151;2020-01-07
Simplivity Golden Plaza Hotel;1925;1873;883;4881;2020-01-07
Cray Villas;3713;1275;812;3123;2020-01-07
Apollo Diamond Suites;3669;1220;821;4784;2020-01-07
Apollo Towers;2888;1515;506;3838;2020-01-07
Alletra Diamond Grand Hotel;2903;1274;720;4352;2020-01-08
ProLiant Towers;1705;1431;801;4499;2020-01-08
Aruba Luxury Lodge;2027;1752;672;4640;2020-01-08
InfoSight Boutique Hotel;3869;1067;846;4973;2020-01-08
Primera Grand;2625;1702;517;3417;2020-01-08
dHCI Executive Boutique Hotel;2868;1184;918;4048;2020-01-08
ProLiant Haven;1009;1720;921;3029;2020-01-08
Apollo Executive Beach Resort;3898;1206;807;4336;2020-01-08
Aruba Lodge;2213;1740;738;3112;2020-01-08
Alletra Haven;1459;1053;868;4195;2020-01-08
dHCI Platinum Beach Resort;2651;1159;744;3771;2020-01-08
GreenLake Platinum Heritage Inn;1252;1040;939;4220;2020-01-08
Pointnext Signature Residences & Suites;2237;1752;522;4065;2020-01-08
ProLiant Place;3927;1877;787;4943;2020-01-08
Synergy Golden Grand Hotel;1096;1624;575;4776;2020-01-08
Alletra Resort;1809;1810;516;4315;2020-01-08
GreenLake Digital Business Suites;2972;1198;926;4526;2020-01-08
Apollo Resort & Spa;3277;1325;889;3525;2020-01-08
Nimble Inn;3211;1746;909;4881;2020-01-08
Ezmeral Grand Hotel;3496;1780;892;3063;2020-01-08
Alletra Boutique Hotel;1128;1867;729;3398;2020-01-08
Simplivity Golden Plaza Hotel;1947;1026;524;3553;2020-01-08
Cray Villas;1845;1360;709;3934;2020-01-08
Apollo Diamond Suites;1499;1482;781;3767;2020-01-08
Apollo Towers;3211;1604;617;3275;2020-01-08
Alletra Diamond Grand Hotel;2551;1039;588;4871;2020-01-09
ProLiant Towers;3361;1909;830;3862;2020-01-09
Aruba Luxury Lodge;1082;1746;565;3043;2020-01-09
InfoSight Boutique Hotel;2487;1165;724;4353;2020-01-09
Primera Grand;2897;1320;568;3682;2020-01-09
dHCI Executive Boutique Hotel;1997;1435;671;4899;2020-01-09
ProLiant Haven;3055;1616;892;3339;2020-01-09
Apollo Executive Beach Resort;3387;1421;506;3498;2020-01-09
Aruba Lodge;3277;1388;778;4535;2020-01-09
Alletra Haven;1624;1862;843;4878;2020-01-09
dHCI Platinum Beach Resort;1918;1040;807;3159;2020-01-09
GreenLake Platinum Heritage Inn;3056;1046;683;3110;2020-01-09
Pointnext Signature Residences & Suites;1846;1583;630;4940;2020-01-09
ProLiant Place;1136;1474;778;3816;2020-01-09
Synergy Golden Grand Hotel;1286;1438;774;3014;2020-01-09
Alletra Resort;2984;1416;803;4074;2020-01-09
GreenLake Digital Business Suites;3606;1382;667;3163;2020-01-09
Apollo Resort & Spa;1001;1542;711;3331;2020-01-09
Nimble Inn;1224;1226;735;4428;2020-01-09
Ezmeral Grand Hotel;1166;1146;740;3500;2020-01-09
Alletra Boutique Hotel;3942;1794;570;3036;2020-01-09
Simplivity Golden Plaza Hotel;2849;1793;949;4620;2020-01-09
Cray Villas;2737;1538;648;3470;2020-01-09
Apollo Diamond Suites;2907;1462;739;4693;2020-01-09
Apollo Towers;2669;1410;835;4111;2020-01-09
Alletra Diamond Grand Hotel;1590;1675;534;4376;2020-01-10
ProLiant Towers;3770;1967;732;4834;2020-01-10
Aruba Luxury Lodge;2781;1145;722;4063;2020-01-10
InfoSight Boutique Hotel;2912;1148;631;4486;2020-01-10
Primera Grand;3659;1723;524;4689;2020-01-10
dHCI Executive Boutique Hotel;1008;1414;826;4446;2020-01-10
ProLiant Haven;1696;1961;598;4709;2020-01-10
Apollo Executive Beach Resort;2411;1101;670;4707;2020-01-10
Aruba Lodge;3032;1981;664;4651;2020-01-10
Alletra Haven;3995;1237;769;4599;2020-01-10
dHCI Platinum Beach Resort;3596;1320;732;3300;2020-01-10
GreenLake Platinum Heritage Inn;1229;1351;525;3977;2020-01-10
Pointnext Signature Residences & Suites;3911;1569;920;3724;2020-01-10
ProLiant Place;2251;1751;910;3670;2020-01-10
Synergy Golden Grand Hotel;3167;1686;595;4610;2020-01-10
Alletra Resort;3396;1227;739;3734;2020-01-10
GreenLake Digital Business Suites;3527;1324;712;4984;2020-01-10
Apollo Resort & Spa;3122;1088;725;4495;2020-01-10
Nimble Inn;2706;1818;704;4965;2020-01-10
Ezmeral Grand Hotel;2844;1122;809;3159;2020-01-10
Alletra Boutique Hotel;1384;1973;617;4398;2020-01-10
Simplivity Golden Plaza Hotel;1495;1823;563;4625;2020-01-10
Cray Villas;2321;1484;702;3470;2020-01-10
Apollo Diamond Suites;1192;1081;577;3079;2020-01-10
Apollo Towers;2198;1509;640;3004;2020-01-10
Alletra Diamond Grand Hotel;3347;1652;779;4197;2020-01-11
ProLiant Towers;3371;1557;508;3237;2020-01-11
Aruba Luxury Lodge;2431;1354;673;4268;2020-01-11
InfoSight Boutique Hotel;1802;1273;911;3181;2020-01-11
Primera Grand;1006;1338;563;4074;2020-01-11
dHCI Executive Boutique Hotel;3960;1516;824;4404;2020-01-11
ProLiant Haven;2675;1371;765;3468;2020-01-11
Apollo Executive Beach Resort;1561;1929;811;4830;2020-01-11
Aruba Lodge;1806;1017;548;3776;2020-01-11
Alletra Haven;3842;1768;731;4839;2020-01-11
dHCI Platinum Beach Resort;3631;1949;552;3708;2020-01-11
GreenLake Platinum Heritage Inn;3502;1978;910;3237;2020-01-11
Pointnext Signature Residences & Suites;2759;1018;906;3558;2020-01-11
ProLiant Place;1848;1859;730;3278;2020-01-11
Synergy Golden Grand Hotel;2099;1154;831;4476;2020-01-11
Alletra Resort;1070;1639;828;3187;2020-01-11
GreenLake Digital Business Suites;3760;1179;579;4723;2020-01-11
Apollo Resort & Spa;1997;1551;794;3534;2020-01-11
Nimble Inn;2613;1415;738;4549;2020-01-11
Ezmeral Grand Hotel;2398;1889;629;3759;2020-01-11
Alletra Boutique Hotel;2334;1577;674;4270;2020-01-11
Simplivity Golden Plaza Hotel;1875;1604;550;4721;2020-01-11
Cray Villas;3377;1581;688;3158;2020-01-11
Apollo Diamond Suites;2465;1986;732;3094;2020-01-11
Apollo Towers;1557;1936;660;3780;2020-01-11
Alletra Diamond Grand Hotel;2859;1536;559;4141;2020-01-12
ProLiant Towers;2713;1720;883;3234;2020-01-12
Aruba Luxury Lodge;2740;1888;805;4466;2020-01-12
InfoSight Boutique Hotel;3355;1059;806;3820;2020-01-12
Primera Grand;2652;1025;740;3514;2020-01-12
dHCI Executive Boutique Hotel;1569;1065;540;3333;2020-01-12
ProLiant Haven;2887;1998;856;3699;2020-01-12
Apollo Executive Beach Resort;1132;1666;619;3588;2020-01-12
Aruba Lodge;2785;1820;939;3300;2020-01-12
Alletra Haven;3893;1478;619;3934;2020-01-12
dHCI Platinum Beach Resort;2134;1070;706;3786;2020-01-12
GreenLake Platinum Heritage Inn;2893;1351;832;4456;2020-01-12
Pointnext Signature Residences & Suites;1308;1054;598;4725;2020-01-12
ProLiant Place;1777;1459;586;3559;2020-01-12
Synergy Golden Grand Hotel;2884;1609;614;4197;2020-01-12
Alletra Resort;2552;1632;733;3900;2020-01-12
GreenLake Digital Business Suites;1396;1332;648;3230;2020-01-12
Apollo Resort & Spa;3373;1547;627;4529;2020-01-12
Nimble Inn;2593;1632;695;4336;2020-01-12
Ezmeral Grand Hotel;2445;1191;561;3288;2020-01-12
Alletra Boutique Hotel;2614;1726;553;3457;2020-01-12
Simplivity Golden Plaza Hotel;1884;1352;861;3851;2020-01-12
Cray Villas;3875;1745;578;3697;2020-01-12
Apollo Diamond Suites;1314;1604;851;4744;2020-01-12
Apollo Towers;3193;1573;659;3336;2020-01-12
Alletra Diamond Grand Hotel;2740;1248;788;4572;2020-01-13
ProLiant Towers;1353;1196;746;4398;2020-01-13
Aruba Luxury Lodge;2560;1770;790;4084;2020-01-13
InfoSight Boutique Hotel;1876;1633;712;4844;2020-01-13
Primera Grand;2824;1169;908;3262;2020-01-13
dHCI Executive Boutique Hotel;1170;1374;870;3448;2020-01-13
ProLiant Haven;1928;1212;645;4003;2020-01-13
Apollo Executive Beach Resort;2161;1146;856;4553;2020-01-13
Aruba Lodge;2239;1613;863;4344;2020-01-13
Alletra Haven;1743;1377;855;3842;2020-01-13
dHCI Platinum Beach Resort;3650;1254;807;4288;2020-01-13
GreenLake Platinum Heritage Inn;2067;1616;527;4116;2020-01-13
Pointnext Signature Residences & Suites;3364;1666;662;4333;2020-01-13
ProLiant Place;2517;1366;816;4510;2020-01-13
Synergy Golden Grand Hotel;1277;1028;585;3308;2020-01-13
Alletra Resort;1049;1997;826;4924;2020-01-13
GreenLake Digital Business Suites;2421;1963;506;3200;2020-01-13
Apollo Resort & Spa;1019;1807;881;4010;2020-01-13
Nimble Inn;2340;1174;663;4030;2020-01-13
Ezmeral Grand Hotel;3412;1000;904;3058;2020-01-13
Alletra Boutique Hotel;1837;1517;582;4273;2020-01-13
Simplivity Golden Plaza Hotel;3882;1614;574;3882;2020-01-13
Cray Villas;1857;1594;752;3880;2020-01-13
Apollo Diamond Suites;1235;1159;568;3632;2020-01-13
Apollo Towers;3035;1373;819;3909;2020-01-13
Alletra Diamond Grand Hotel;1646;1861;720;3530;2020-01-14
ProLiant Towers;3577;1827;700;4239;2020-01-14
Aruba Luxury Lodge;3922;1465;804;3738;2020-01-14
InfoSight Boutique Hotel;1560;1568;652;3325;2020-01-14
Primera Grand;3426;1741;836;3870;2020-01-14
dHCI Executive Boutique Hotel;2649;1823;614;3957;2020-01-14
ProLiant Haven;1226;1947;738;4035;2020-01-14
Apollo Executive Beach Resort;2236;1139;707;3637;2020-01-14
Aruba Lodge;2957;1227;895;3563;2020-01-14
Alletra Haven;1684;1247;582;4515;2020-01-14
dHCI Platinum Beach Resort;1468;1877;574;3664;2020-01-14
GreenLake Platinum Heritage Inn;2236;1177;867;3347;2020-01-14
Pointnext Signature Residences & Suites;2391;1934;583;4280;2020-01-14
ProLiant Place;2615;1761;778;4144;2020-01-14
Synergy Golden Grand Hotel;2576;1277;529;3980;2020-01-14
Alletra Resort;2088;1093;782;3657;2020-01-14
GreenLake Digital Business Suites;1557;1272;563;4473;2020-01-14
Apollo Resort & Spa;3290;1686;650;3564;2020-01-14
Nimble Inn;1483;1826;733;4225;2020-01-14
Ezmeral Grand Hotel;1525;1323;733;4838;2020-01-14
Alletra Boutique Hotel;2454;1261;852;4756;2020-01-14
Simplivity Golden Plaza Hotel;1056;1268;901;3879;2020-01-14
Cray Villas;3134;1804;915;4322;2020-01-14
Apollo Diamond Suites;3121;1374;910;4735;2020-01-14
Apollo Towers;3341;1978;575;3406;2020-01-14
Alletra Diamond Grand Hotel;3234;1839;793;3929;2020-01-15
ProLiant Towers;3539;1338;573;3197;2020-01-15
Aruba Luxury Lodge;2728;1397;761;3647;2020-01-15
InfoSight Boutique Hotel;1796;1769;891;4190;2020-01-15
Primera Grand;2222;1822;864;3859;2020-01-15
dHCI Executive Boutique Hotel;3445;1157;723;3279;2020-01-15
ProLiant Haven;3663;1814;932;4384;2020-01-15
Apollo Executive Beach Resort;1710;1222;868;3390;2020-01-15
Aruba Lodge;1121;1922;735;4388;2020-01-15
Alletra Haven;3953;1805;718;3342;2020-01-15
dHCI Platinum Beach Resort;1144;1976;538;3074;2020-01-15
GreenLake Platinum Heritage Inn;2632;1065;581;4990;2020-01-15
Pointnext Signature Residences & Suites;1846;1211;916;4455;2020-01-15
ProLiant Place;3093;1590;547;4994;2020-01-15
Synergy Golden Grand Hotel;3294;1361;520;4491;2020-01-15
Alletra Resort;3732;1107;528;4582;2020-01-15
GreenLake Digital Business Suites;2172;1877;616;3397;2020-01-15
Apollo Resort & Spa;3743;1476;602;4185;2020-01-15
Nimble Inn;1929;1470;896;3842;2020-01-15
Ezmeral Grand Hotel;2516;1135;946;4380;2020-01-15
Alletra Boutique Hotel;2048;1237;879;4591;2020-01-15
Simplivity Golden Plaza Hotel;1798;1914;888;3721;2020-01-15
Cray Villas;1785;1026;832;4804;2020-01-15
Apollo Diamond Suites;2522;1275;653;3549;2020-01-15
Apollo Towers;1379;1224;518;4936;2020-01-15
Alletra Diamond Grand Hotel;3528;1935;785;4169;2020-01-16
ProLiant Towers;3211;1932;846;3618;2020-01-16
Aruba Luxury Lodge;1049;1041;535;3686;2020-01-16
InfoSight Boutique Hotel;3399;1506;701;4422;2020-01-16
Primera Grand;1142;1124;941;3121;2020-01-16
dHCI Executive Boutique Hotel;1024;1259;936;4659;2020-01-16
ProLiant Haven;2567;1082;706;3836;2020-01-16
Apollo Executive Beach Resort;2549;1908;634;4169;2020-01-16
Aruba Lodge;3151;1351;844;4488;2020-01-16
Alletra Haven;1357;1559;923;4469;2020-01-16
dHCI Platinum Beach Resort;2246;1143;506;3641;2020-01-16
GreenLake Platinum Heritage Inn;3843;1729;728;4355;2020-01-16
Pointnext Signature Residences & Suites;3874;1294;855;4260;2020-01-16
ProLiant Place;1461;1663;556;3891;2020-01-16
Synergy Golden Grand Hotel;2385;1142;502;4052;2020-01-16
Alletra Resort;1219;1855;788;3699;2020-01-16
GreenLake Digital Business Suites;1295;1353;524;4906;2020-01-16
Apollo Resort & Spa;3026;1887;572;3426;2020-01-16
Nimble Inn;1972;1033;521;4080;2020-01-16
Ezmeral Grand Hotel;2957;1828;935;3417;2020-01-16
Alletra Boutique Hotel;1054;1384;610;3108;2020-01-16
Simplivity Golden Plaza Hotel;1319;1185;516;3689;2020-01-16
Cray Villas;2963;1460;647;3929;2020-01-16
Apollo Diamond Suites;2510;1563;795;4066;2020-01-16
Apollo Towers;2528;1847;537;4428;2020-01-16
Alletra Diamond Grand Hotel;3661;1153;589;3341;2020-01-17
ProLiant Towers;2039;1903;765;4468;2020-01-17
Aruba Luxury Lodge;3171;1041;847;4918;2020-01-17
InfoSight Boutique Hotel;2912;1748;729;3931;2020-01-17
Primera Grand;3249;1918;820;3579;2020-01-17
dHCI Executive Boutique Hotel;1899;1337;670;4562;2020-01-17
ProLiant Haven;2070;1307;897;3869;2020-01-17
Apollo Executive Beach Resort;2796;1735;889;4318;2020-01-17
Aruba Lodge;2578;1198;837;4430;2020-01-17
Alletra Haven;3269;1666;897;3230;2020-01-17
dHCI Platinum Beach Resort;1565;1283;864;4443;2020-01-17
GreenLake Platinum Heritage Inn;3468;1166;810;3865;2020-01-17
Pointnext Signature Residences & Suites;2542;1970;581;3296;2020-01-17
ProLiant Place;3828;1135;764;3885;2020-01-17
Synergy Golden Grand Hotel;1856;1676;945;4952;2020-01-17
Alletra Resort;1270;1156;765;3470;2020-01-17
GreenLake Digital Business Suites;1834;1094;858;4582;2020-01-17
Apollo Resort & Spa;1730;1232;912;3451;2020-01-17
Nimble Inn;3797;1344;905;4300;2020-01-17
Ezmeral Grand Hotel;1481;1030;879;4950;2020-01-17
Alletra Boutique Hotel;1886;1694;588;3212;2020-01-17
Simplivity Golden Plaza Hotel;1534;1409;581;4327;2020-01-17
Cray Villas;1454;1006;627;3109;2020-01-17
Apollo Diamond Suites;1459;1650;628;4851;2020-01-17
Apollo Towers;1322;1384;680;4980;2020-01-17
Alletra Diamond Grand Hotel;1155;1336;761;4007;2020-01-18
ProLiant Towers;1275;1482;730;3119;2020-01-18
Aruba Luxury Lodge;2379;1467;559;4890;2020-01-18
InfoSight Boutique Hotel;1220;1123;692;3718;2020-01-18
Primera Grand;3035;1277;729;4876;2020-01-18
dHCI Executive Boutique Hotel;2804;1641;894;3596;2020-01-18
ProLiant Haven;3534;1796;513;3400;2020-01-18
Apollo Executive Beach Resort;3615;1708;561;4728;2020-01-18
Aruba Lodge;1862;1843;585;3184;2020-01-18
Alletra Haven;2467;1836;911;4689;2020-01-18
dHCI Platinum Beach Resort;2017;1159;516;3529;2020-01-18
GreenLake Platinum Heritage Inn;2872;1065;560;4264;2020-01-18
Pointnext Signature Residences & Suites;2928;1768;916;3361;2020-01-18
ProLiant Place;1295;1883;521;4656;2020-01-18
Synergy Golden Grand Hotel;1745;1355;559;3005;2020-01-18
Alletra Resort;2826;1755;940;4620;2020-01-18
GreenLake Digital Business Suites;3543;1760;940;4996;2020-01-18
Apollo Resort & Spa;2719;1265;745;4842;2020-01-18
Nimble Inn;3387;1296;620;4582;2020-01-18
Ezmeral Grand Hotel;3107;1852;753;3043;2020-01-18
Alletra Boutique Hotel;1897;1080;890;4381;2020-01-18
Simplivity Golden Plaza Hotel;2035;1432;679;3208;2020-01-18
Cray Villas;2755;1593;846;4506;2020-01-18
Apollo Diamond Suites;3845;1713;699;3561;2020-01-18
Apollo Towers;1300;1821;523;4884;2020-01-18
Alletra Diamond Grand Hotel;2394;1042;909;4873;2020-01-19
ProLiant Towers;2070;1201;505;3723;2020-01-19
Aruba Luxury Lodge;3203;1284;620;3444;2020-01-19
InfoSight Boutique Hotel;1476;1969;558;4888;2020-01-19
Primera Grand;3745;1898;523;3768;2020-01-19
dHCI Executive Boutique Hotel;2680;1661;632;4821;2020-01-19
ProLiant Haven;2706;1066;723;3572;2020-01-19
Apollo Executive Beach Resort;2863;1437;845;4622;2020-01-19
Aruba Lodge;3251;1507;713;3879;2020-01-19
Alletra Haven;2763;1950;717;3625;2020-01-19
dHCI Platinum Beach Resort;1552;1359;592;3691;2020-01-19
GreenLake Platinum Heritage Inn;1261;1341;716;3844;2020-01-19
Pointnext Signature Residences & Suites;1200;1781;597;3828;2020-01-19
ProLiant Place;1671;1166;662;4601;2020-01-19
Synergy Golden Grand Hotel;3250;1493;862;3023;2020-01-19
Alletra Resort;3036;1175;687;4555;2020-01-19
GreenLake Digital Business Suites;3515;1873;728;4623;2020-01-19
Apollo Resort & Spa;2097;1550;789;4382;2020-01-19
Nimble Inn;2974;1649;717;3253;2020-01-19
Ezmeral Grand Hotel;3051;1336;834;3893;2020-01-19
Alletra Boutique Hotel;3230;1925;724;4464;2020-01-19
Simplivity Golden Plaza Hotel;3770;1281;862;3065;2020-01-19
Cray Villas;1214;1186;912;3621;2020-01-19
Apollo Diamond Suites;3690;1662;945;4569;2020-01-19
Apollo Towers;3590;1966;535;4218;2020-01-19
Alletra Diamond Grand Hotel;1994;1647;877;3014;2020-01-20
ProLiant Towers;3313;1168;639;4218;2020-01-20
Aruba Luxury Lodge;2138;1329;559;3054;2020-01-20
InfoSight Boutique Hotel;3484;1168;638;4354;2020-01-20
Primera Grand;2923;1480;536;3502;2020-01-20
dHCI Executive Boutique Hotel;1754;1245;939;4086;2020-01-20
ProLiant Haven;3354;1283;679;4331;2020-01-20
Apollo Executive Beach Resort;3400;1902;926;3801;2020-01-20
Aruba Lodge;1021;1708;535;4855;2020-01-20
Alletra Haven;2511;1023;938;4205;2020-01-20
dHCI Platinum Beach Resort;1312;1709;857;4335;2020-01-20
GreenLake Platinum Heritage Inn;1062;1534;876;3708;2020-01-20
Pointnext Signature Residences & Suites;1110;1715;623;4343;2020-01-20
ProLiant Place;2450;1212;855;4917;2020-01-20
Synergy Golden Grand Hotel;3371;1463;556;4858;2020-01-20
Alletra Resort;2478;1754;528;3340;2020-01-20
GreenLake Digital Business Suites;1172;1777;622;3889;2020-01-20
Apollo Resort & Spa;1103;1171;691;3414;2020-01-20
Nimble Inn;2537;1011;555;3699;2020-01-20
Ezmeral Grand Hotel;2769;1845;770;4991;2020-01-20
Alletra Boutique Hotel;3945;1769;598;3029;2020-01-20
Simplivity Golden Plaza Hotel;2128;1882;898;4881;2020-01-20
Cray Villas;2249;1937;771;3583;2020-01-20
Apollo Diamond Suites;3602;1119;764;3129;2020-01-20
Apollo Towers;3603;1948;605;3774;2020-01-20
Alletra Diamond Grand Hotel;3007;1330;631;4311;2020-01-21
ProLiant Towers;1797;1564;671;4645;2020-01-21
Aruba Luxury Lodge;3393;1866;708;3471;2020-01-21
InfoSight Boutique Hotel;2048;1741;788;3822;2020-01-21
Primera Grand;1186;1050;557;4081;2020-01-21
dHCI Executive Boutique Hotel;1977;1833;808;4973;2020-01-21
ProLiant Haven;3662;1174;602;4191;2020-01-21
Apollo Executive Beach Resort;3984;1096;676;4163;2020-01-21
Aruba Lodge;2261;1261;617;3450;2020-01-21
Alletra Haven;3973;1557;509;3733;2020-01-21
