hotel_nombre;fecha;tasa_ocupacion;reservas_confirmadas;cancelaciones;precio_promedio_noche
Alletra Diamond Grand Hotel;22/06/2020;84;337;50;2184
ProLiant Towers;22/06/2020;90;294;49;20392
Aruba Luxury Lodge;22/06/2020;95;274;35;2256
InfoSight Boutique Hotel;22/06/2020;89;298;44;19592
Primera Grand;22/06/2020;84;291;35;25023
dHCI Executive Boutique Hotel;22/06/2020;95;419;52;15246
ProLiant Haven;22/06/2020;84;248;39;20313
Apollo Executive Beach Resort;22/06/2020;74;190;30;23949
Aruba Lodge;22/06/2020;77;347;29;16378
Alletra Haven;22/06/2020;84;362;55;28967
dHCI Platinum Beach Resort;22/06/2020;93;235;29;23602
GreenLake Platinum Heritage Inn;22/06/2020;80;267;31;23316
Pointnext Signature Residences & Suites;22/06/2020;87;410;43;28318
ProLiant Place;22/06/2020;70;296;48;14176
Synergy Golden Grand Hotel;22/06/2020;84;418;79;15673
Alletra Resort;22/06/2020;77;204;29;20615
GreenLake Digital Business Suites;22/06/2020;84;339;46;26822
Apollo Resort & Spa;22/06/2020;86;307;16;16427
Nimble Inn;22/06/2020;92;398;76;25027
Ezmeral Grand Hotel;22/06/2020;81;243;39;26335
Alletra Boutique Hotel;22/06/2020;82;316;26;21598
Simplivity Golden Plaza Hotel;22/06/2020;87;230;39;14255
Cray Villas;22/06/2020;89;373;59;28719
Apollo Diamond Suites;22/06/2020;91;346;54;21697
Apollo Towers;22/06/2020;76;308;45;17856
Alletra Diamond Grand Hotel;23/06/2020;79;211;20;2277
ProLiant Towers;23/06/2020;88;394;38;28761
Aruba Luxury Lodge;23/06/2020;70;274;53;15994
InfoSight Boutique Hotel;23/06/2020;93;296;20;27381
Primera Grand;23/06/2020;94;405;38;24335
dHCI Executive Boutique Hotel;23/06/2020;80;358;38;17098
ProLiant Haven;23/06/2020;83;259;43;25323
Apollo Executive Beach Resort;23/06/2020;71;348;30;18029
Aruba Lodge;23/06/2020;74;288;48;23831
Alletra Haven;23/06/2020;84;212;10;23595
dHCI Platinum Beach Resort;23/06/2020;75;275;34;13751
GreenLake Platinum Heritage Inn;23/06/2020;92;252;44;21048
Pointnext Signature Residences & Suites;23/06/2020;82;268;15;24301
ProLiant Place;23/06/2020;89;198;23;22173
Synergy Golden Grand Hotel;23/06/2020;70;196;19;20542
Alletra Resort;23/06/2020;95;360;56;15356
GreenLake Digital Business Suites;23/06/2020;95;212;26;26057
Apollo Resort & Spa;23/06/2020;91;448;32;15534
Nimble Inn;23/06/2020;73;363;49;18105
Ezmeral Grand Hotel;23/06/2020;80;168;31;19157
Alletra Boutique Hotel;23/06/2020;90;204;17;15618
Simplivity Golden Plaza Hotel;23/06/2020;85;399;35;14996
Cray Villas;23/06/2020;83;374;38;18281
Apollo Diamond Suites;23/06/2020;72;318;24;15761
Apollo Towers;23/06/2020;76;364;36;21522
Alletra Diamond Grand Hotel;24/06/2020;83;363;59;25684
ProLiant Towers;24/06/2020;72;219;24;14985
Aruba Luxury Lodge;24/06/2020;92;238;19;23631
InfoSight Boutique Hotel;24/06/2020;92;268;29;14551
Primera Grand;24/06/2020;84;404;36;1887
dHCI Executive Boutique Hotel;24/06/2020;95;280;41;15722
ProLiant Haven;24/06/2020;88;199;20;20798
Apollo Executive Beach Resort;24/06/2020;84;172;18;20711
Aruba Lodge;24/06/2020;83;376;54;24566
Alletra Haven;24/06/2020;85;299;19;27882
dHCI Platinum Beach Resort;24/06/2020;78;171;28;15135
GreenLake Platinum Heritage Inn;24/06/2020;78;284;32;24826
Pointnext Signature Residences & Suites;24/06/2020;72;291;28;17184
ProLiant Place;24/06/2020;70;259;38;14749
Synergy Golden Grand Hotel;24/06/2020;81;340;20;21536
Alletra Resort;24/06/2020;71;343;36;15063
GreenLake Digital Business Suites;24/06/2020;74;281;24;23231
Apollo Resort & Spa;24/06/2020;81;185;34;15445
Nimble Inn;24/06/2020;84;189;10;23786
Ezmeral Grand Hotel;24/06/2020;88;203;15;2728
Alletra Boutique Hotel;24/06/2020;94;267;43;3256
Simplivity Golden Plaza Hotel;24/06/2020;78;332;52;24233
Cray Villas;24/06/2020;87;199;33;2496
Apollo Diamond Suites;24/06/2020;81;173;24;2920
Apollo Towers;24/06/2020;76;206;31;2692
Alletra Diamond Grand Hotel;25/06/2020;91;248;47;21217
ProLiant Towers;25/06/2020;80;299;24;26939
Aruba Luxury Lodge;25/06/2020;83;255;41;15287
InfoSight Boutique Hotel;25/06/2020;92;422;59;27232
Primera Grand;25/06/2020;88;372;26;2734
dHCI Executive Boutique Hotel;25/06/2020;94;247;45;22439
ProLiant Haven;25/06/2020;77;329;22;15962
Apollo Executive Beach Resort;25/06/2020;90;348;31;16087
Aruba Lodge;25/06/2020;85;315;39;2030
Alletra Haven;25/06/2020;91;377;43;23044
dHCI Platinum Beach Resort;25/06/2020;95;214;25;26146
GreenLake Platinum Heritage Inn;25/06/2020;74;200;38;22807
Pointnext Signature Residences & Suites;25/06/2020;88;208;33;2016
ProLiant Place;25/06/2020;72;339;29;18417
Synergy Golden Grand Hotel;25/06/2020;92;392;70;27439
Alletra Resort;25/06/2020;92;269;27;29453
GreenLake Digital Business Suites;25/06/2020;70;301;47;25963
Apollo Resort & Spa;25/06/2020;92;191;16;19103
Nimble Inn;25/06/2020;84;335;21;27388
Ezmeral Grand Hotel;25/06/2020;87;217;32;23066
Alletra Boutique Hotel;25/06/2020;72;259;17;1631
Simplivity Golden Plaza Hotel;25/06/2020;87;216;40;20663
Cray Villas;25/06/2020;82;196;24;16676
Apollo Diamond Suites;25/06/2020;83;378;35;27685
Apollo Towers;25/06/2020;91;356;41;18299
Alletra Diamond Grand Hotel;26/06/2020;92;228;42;31827
ProLiant Towers;26/06/2020;78;193;22;19867
Aruba Luxury Lodge;26/06/2020;87;363;39;26682
InfoSight Boutique Hotel;26/06/2020;75;226;14;17635
Primera Grand;26/06/2020;74;355;59;26333
dHCI Executive Boutique Hotel;26/06/2020;87;247;25;13829
ProLiant Haven;26/06/2020;78;264;40;19707
Apollo Executive Beach Resort;26/06/2020;79;208;18;12955
Aruba Lodge;26/06/2020;84;315;47;13965
Alletra Haven;26/06/2020;92;272;44;18191
dHCI Platinum Beach Resort;26/06/2020;88;241;16;19061
GreenLake Platinum Heritage Inn;26/06/2020;78;311;50;17133
Pointnext Signature Residences & Suites;26/06/2020;81;190;36;19079
ProLiant Place;26/06/2020;70;298;44;20451
Synergy Golden Grand Hotel;26/06/2020;85;251;43;2190
Alletra Resort;26/06/2020;92;334;22;20129
GreenLake Digital Business Suites;26/06/2020;84;174;19;16389
Apollo Resort & Spa;26/06/2020;95;393;25;22647
Nimble Inn;26/06/2020;75;192;18;22391
Ezmeral Grand Hotel;26/06/2020;84;279;19;23692
Alletra Boutique Hotel;26/06/2020;79;287;34;17352
Simplivity Golden Plaza Hotel;26/06/2020;78;292;20;14628
Cray Villas;26/06/2020;75;358;64;22773
Apollo Diamond Suites;26/06/2020;91;246;24;21835
Apollo Towers;26/06/2020;74;309;55;20683
Alletra Diamond Grand Hotel;27/06/2020;84;212;33;24175
ProLiant Towers;27/06/2020;84;294;54;16274
Aruba Luxury Lodge;27/06/2020;85;380;39;24144
InfoSight Boutique Hotel;27/06/2020;85;349;48;26544
Primera Grand;27/06/2020;91;276;24;24381
dHCI Executive Boutique Hotel;27/06/2020;81;339;41;25712
ProLiant Haven;27/06/2020;88;399;54;16748
Apollo Executive Beach Resort;27/06/2020;77;157;23;15285
Aruba Lodge;27/06/2020;99;364;61;3161
Alletra Haven;27/06/2020;98;482;65;24845
dHCI Platinum Beach Resort;27/06/2020;94;281;39;29615
GreenLake Platinum Heritage Inn;27/06/2020;100;478;36;30797
Pointnext Signature Residences & Suites;27/06/2020;84;379;35;22656
ProLiant Place;27/06/2020;100;342;18;1966
Synergy Golden Grand Hotel;27/06/2020;100;231;15;21943
Alletra Resort;27/06/2020;95;283;26;14757
GreenLake Digital Business Suites;27/06/2020;99;434;45;26303
Apollo Resort & Spa;27/06/2020;96;347;23;21476
Nimble Inn;27/06/2020;100;242;43;23333
Ezmeral Grand Hotel;27/06/2020;87;179;24;24544
Alletra Boutique Hotel;27/06/2020;93;347;65;16212
Simplivity Golden Plaza Hotel;27/06/2020;90;280;38;15124
Cray Villas;27/06/2020;91;409;51;22988
Apollo Diamond Suites;27/06/2020;92;376;53;28952
Apollo Towers;27/06/2020;99;422;30;26824
Alletra Diamond Grand Hotel;28/06/2020;96;272;41;19766
ProLiant Towers;28/06/2020;84;416;78;24954
Aruba Luxury Lodge;28/06/2020;100;327;40;21704
InfoSight Boutique Hotel;28/06/2020;98;433;69;25913
Primera Grand;28/06/2020;100;401;75;26898
dHCI Executive Boutique Hotel;28/06/2020;92;206;28;22283
ProLiant Haven;28/06/2020;100;215;25;16766
Apollo Executive Beach Resort;28/06/2020;100;422;65;33421
Aruba Lodge;28/06/2020;87;223;24;17576
Alletra Haven;28/06/2020;95;232;33;23434
dHCI Platinum Beach Resort;28/06/2020;85;172;17;24233
GreenLake Platinum Heritage Inn;28/06/2020;91;327;51;23988
Pointnext Signature Residences & Suites;28/06/2020;94;257;48;32888
ProLiant Place;28/06/2020;99;396;51;16018
Synergy Golden Grand Hotel;28/06/2020;79;239;17;27145
Alletra Resort;28/06/2020;79;358;55;24906
GreenLake Digital Business Suites;28/06/2020;99;379;52;3261
Apollo Resort & Spa;28/06/2020;96;400;43;27491
Nimble Inn;28/06/2020;86;294;24;24852
Ezmeral Grand Hotel;28/06/2020;92;335;30;15823
Alletra Boutique Hotel;28/06/2020;100;470;25;3029
Simplivity Golden Plaza Hotel;28/06/2020;76;281;16;1438
Cray Villas;28/06/2020;78;365;31;15368
Apollo Diamond Suites;28/06/2020;87;235;25;27151
Apollo Towers;28/06/2020;98;219;27;27057
Alletra Diamond Grand Hotel;29/06/2020;86;203;27;2221
ProLiant Towers;29/06/2020;91;272;26;32133
Aruba Luxury Lodge;29/06/2020;89;208;19;18144
InfoSight Boutique Hotel;29/06/2020;88;323;54;29508
Primera Grand;29/06/2020;76;213;29;1650
dHCI Executive Boutique Hotel;29/06/2020;89;232;45;18949
ProLiant Haven;29/06/2020;78;167;9;26504
Apollo Executive Beach Resort;29/06/2020;71;345;38;16727
Aruba Lodge;29/06/2020;89;322;45;26387
Alletra Haven;29/06/2020;76;365;72;15498
dHCI Platinum Beach Resort;29/06/2020;82;279;54;15962
GreenLake Platinum Heritage Inn;29/06/2020;95;299;15;31895
Pointnext Signature Residences & Suites;29/06/2020;92;249;14;20585
ProLiant Place;29/06/2020;80;295;40;13433
Synergy Golden Grand Hotel;29/06/2020;83;235;29;14299
Alletra Resort;29/06/2020;84;195;26;20819
GreenLake Digital Business Suites;29/06/2020;82;254;13;26393
Apollo Resort & Spa;29/06/2020;80;305;53;13408
Nimble Inn;29/06/2020;82;244;38;17945
Ezmeral Grand Hotel;29/06/2020;78;238;24;21115
Alletra Boutique Hotel;29/06/2020;89;228;29;29345
Simplivity Golden Plaza Hotel;29/06/2020;93;307;49;2048
Cray Villas;29/06/2020;88;430;37;21935
Apollo Diamond Suites;29/06/2020;86;199;14;30638
Apollo Towers;29/06/2020;86;313;50;13724
Alletra Diamond Grand Hotel;30/06/2020;90;429;62;24043
ProLiant Towers;30/06/2020;82;408;63;24215
Aruba Luxury Lodge;30/06/2020;75;163;22;13097
InfoSight Boutique Hotel;30/06/2020;76;157;22;20584
Primera Grand;30/06/2020;84;354;24;29609
dHCI Executive Boutique Hotel;30/06/2020;75;223;41;20664
ProLiant Haven;30/06/2020;72;283;44;21157
Apollo Executive Beach Resort;30/06/2020;73;182;21;18412
Aruba Lodge;30/06/2020;81;368;48;20387
Alletra Haven;30/06/2020;86;393;37;18128
dHCI Platinum Beach Resort;30/06/2020;84;277;42;29717
GreenLake Platinum Heritage Inn;30/06/2020;71;196;29;14073
Pointnext Signature Residences & Suites;30/06/2020;81;309;56;18212
ProLiant Place;30/06/2020;72;183;16;24793
Synergy Golden Grand Hotel;30/06/2020;87;252;49;23586
Alletra Resort;30/06/2020;95;290;40;15712
GreenLake Digital Business Suites;30/06/2020;88;401;57;30877
Apollo Resort & Spa;30/06/2020;72;357;53;16011
Nimble Inn;30/06/2020;92;426;82;20359
Ezmeral Grand Hotel;30/06/2020;90;261;46;2161
Alletra Boutique Hotel;30/06/2020;90;380;40;28909
Simplivity Golden Plaza Hotel;30/06/2020;83;252;33;26996
Cray Villas;30/06/2020;84;373;71;25838
Apollo Diamond Suites;30/06/2020;95;355;64;3179
Apollo Towers;30/06/2020;71;239;26;22651
Alletra Diamond Grand Hotel;01/07/2020;85;260;18;17865
ProLiant Towers;01/07/2020;79;201;39;16702
Aruba Luxury Lodge;01/07/2020;94;278;38;23684
InfoSight Boutique Hotel;01/07/2020;82;390;39;22342
Primera Grand;01/07/2020;73;364;33;23354
dHCI Executive Boutique Hotel;01/07/2020;95;324;42;22776
ProLiant Haven;01/07/2020;80;170;28;19744
Apollo Executive Beach Resort;01/07/2020;86;184;12;15992
Aruba Lodge;01/07/2020;74;250;41;18593
Alletra Haven;01/07/2020;75;196;36;22192
dHCI Platinum Beach Resort;01/07/2020;81;205;23;14475
GreenLake Platinum Heritage Inn;01/07/2020;90;438;33;2150
Pointnext Signature Residences & Suites;01/07/2020;80;281;49;16264
ProLiant Place;01/07/2020;95;466;30;20874
Synergy Golden Grand Hotel;01/07/2020;95;264;18;23096
Alletra Resort;01/07/2020;70;157;31;25591
GreenLake Digital Business Suites;01/07/2020;87;207;16;27179
Apollo Resort & Spa;01/07/2020;74;290;53;13163
Nimble Inn;01/07/2020;80;366;55;13689
Ezmeral Grand Hotel;01/07/2020;93;297;47;14618
Alletra Boutique Hotel;01/07/2020;84;191;36;30017
Simplivity Golden Plaza Hotel;01/07/2020;95;296;25;28943
Cray Villas;01/07/2020;80;256;39;16519
Apollo Diamond Suites;01/07/2020;83;210;36;25557
Apollo Towers;01/07/2020;84;253;38;26448
Alletra Diamond Grand Hotel;02/07/2020;78;283;53;16494
ProLiant Towers;02/07/2020;82;234;16;18852
Aruba Luxury Lodge;02/07/2020;92;424;58;18863
InfoSight Boutique Hotel;02/07/2020;86;292;17;20205
Primera Grand;02/07/2020;90;345;54;17735
dHCI Executive Boutique Hotel;02/07/2020;74;183;21;26936
ProLiant Haven;02/07/2020;92;399;22;14257
Apollo Executive Beach Resort;02/07/2020;86;212;42;27907
Aruba Lodge;02/07/2020;80;240;21;25999
Alletra Haven;02/07/2020;91;205;14;28755
dHCI Platinum Beach Resort;02/07/2020;81;186;12;21948
GreenLake Platinum Heritage Inn;02/07/2020;92;237;12;26186
Pointnext Signature Residences & Suites;02/07/2020;85;316;19;28826
ProLiant Place;02/07/2020;78;388;60;2262
Synergy Golden Grand Hotel;02/07/2020;85;398;63;29275
Alletra Resort;02/07/2020;94;388;28;18191
GreenLake Digital Business Suites;02/07/2020;84;377;24;15464
Apollo Resort & Spa;02/07/2020;74;157;15;17828
Nimble Inn;02/07/2020;85;346;23;30152
Ezmeral Grand Hotel;02/07/2020;84;253;25;27894
Alletra Boutique Hotel;02/07/2020;89;370;28;31601
Simplivity Golden Plaza Hotel;02/07/2020;71;341;26;25988
Cray Villas;02/07/2020;74;199;38;13755
Apollo Diamond Suites;02/07/2020;82;240;47;24058
Apollo Towers;02/07/2020;76;319;56;23146
Alletra Diamond Grand Hotel;03/07/2020;72;319;45;18704
ProLiant Towers;03/07/2020;93;230;13;15578
Aruba Luxury Lodge;03/07/2020;74;360;51;18941
InfoSight Boutique Hotel;03/07/2020;70;316;61;25036
Primera Grand;03/07/2020;88;232;13;28088
dHCI Executive Boutique Hotel;03/07/2020;83;323;22;23831
ProLiant Haven;03/07/2020;92;376;25;28425
Apollo Executive Beach Resort;03/07/2020;85;404;70;28173
Aruba Lodge;03/07/2020;77;171;10;22133
Alletra Haven;03/07/2020;73;152;23;16131
dHCI Platinum Beach Resort;03/07/2020;71;152;15;21306
GreenLake Platinum Heritage Inn;03/07/2020;71;208;21;17596
Pointnext Signature Residences & Suites;03/07/2020;83;299;32;1905
ProLiant Place;03/07/2020;70;182;32;17016
Synergy Golden Grand Hotel;03/07/2020;85;344;26;21309
Alletra Resort;03/07/2020;92;398;33;24756
GreenLake Digital Business Suites;03/07/2020;75;316;16;17608
Apollo Resort & Spa;03/07/2020;76;193;17;20866
Nimble Inn;03/07/2020;70;243;48;2038
Ezmeral Grand Hotel;03/07/2020;93;384;39;2310
Alletra Boutique Hotel;03/07/2020;82;241;19;18981
Simplivity Golden Plaza Hotel;03/07/2020;89;432;57;1568
Cray Villas;03/07/2020;83;224;13;27801
Apollo Diamond Suites;03/07/2020;94;271;41;19272
Apollo Towers;03/07/2020;78;292;44;2639
Alletra Diamond Grand Hotel;04/07/2020;78;251;39;1694
ProLiant Towers;04/07/2020;100;363;69;2616
Aruba Luxury Lodge;04/07/2020;81;213;33;2410
InfoSight Boutique Hotel;04/07/2020;100;439;40;30781
Primera Grand;04/07/2020;100;360;46;30703
dHCI Executive Boutique Hotel;04/07/2020;96;419;67;20383
ProLiant Haven;04/07/2020;86;352;26;24424
Apollo Executive Beach Resort;04/07/2020;91;351;48;18772
Aruba Lodge;04/07/2020;87;299;24;27434
Alletra Haven;04/07/2020;81;218;28;20239
dHCI Platinum Beach Resort;04/07/2020;100;398;26;30322
GreenLake Platinum Heritage Inn;04/07/2020;90;274;24;27316
Pointnext Signature Residences & Suites;04/07/2020;97;454;72;29799
ProLiant Place;04/07/2020;88;221;43;28304
Synergy Golden Grand Hotel;04/07/2020;100;332;59;19355
Alletra Resort;04/07/2020;100;338;18;32059
GreenLake Digital Business Suites;04/07/2020;97;268;35;17821
Apollo Resort & Spa;04/07/2020;100;303;58;19242
Nimble Inn;04/07/2020;87;196;29;24846
Ezmeral Grand Hotel;04/07/2020;89;427;54;26076
Alletra Boutique Hotel;04/07/2020;85;384;31;29109
Simplivity Golden Plaza Hotel;04/07/2020;85;282;40;18658
Cray Villas;04/07/2020;100;301;31;22824
Apollo Diamond Suites;04/07/2020;83;189;11;20181
Apollo Towers;04/07/2020;97;291;48;27011
Alletra Diamond Grand Hotel;05/07/2020;81;276;52;25307
ProLiant Towers;05/07/2020;90;304;47;19576
Aruba Luxury Lodge;05/07/2020;92;448;42;3024
InfoSight Boutique Hotel;05/07/2020;93;209;36;19295
Primera Grand;05/07/2020;100;302;44;16394
dHCI Executive Boutique Hotel;05/07/2020;89;378;32;18557
ProLiant Haven;05/07/2020;89;267;13;16127
Apollo Executive Beach Resort;05/07/2020;81;179;25;24225
Aruba Lodge;05/07/2020;100;488;46;17003
Alletra Haven;05/07/2020;79;388;75;26741
dHCI Platinum Beach Resort;05/07/2020;82;300;38;24885
GreenLake Platinum Heritage Inn;05/07/2020;84;344;50;16514
Pointnext Signature Residences & Suites;05/07/2020;97;241;46;2069
ProLiant Place;05/07/2020;84;275;51;23348
Synergy Golden Grand Hotel;05/07/2020;86;276;35;25584
Alletra Resort;05/07/2020;88;219;34;21691
GreenLake Digital Business Suites;05/07/2020;86;412;61;23891
Apollo Resort & Spa;05/07/2020;100;346;34;32047
Nimble Inn;05/07/2020;100;322;33;31583
Ezmeral Grand Hotel;05/07/2020;95;195;13;16224
Alletra Boutique Hotel;05/07/2020;91;432;24;17045
Simplivity Golden Plaza Hotel;05/07/2020;86;348;27;26136
Cray Villas;05/07/2020;93;348;41;22227
Apollo Diamond Suites;05/07/2020;100;474;44;15457
Apollo Towers;05/07/2020;96;269;20;16895
Alletra Diamond Grand Hotel;06/07/2020;89;372;69;19783
ProLiant Towers;06/07/2020;94;384;29;31127
Aruba Luxury Lodge;06/07/2020;81;253;49;15736
InfoSight Boutique Hotel;06/07/2020;82;363;69;25291
Primera Grand;06/07/2020;94;407;54;20498
dHCI Executive Boutique Hotel;06/07/2020;81;239;17;26445
ProLiant Haven;06/07/2020;89;254;26;20177
Apollo Executive Beach Resort;06/07/2020;86;382;60;14525
Aruba Lodge;06/07/2020;75;183;24;16729
Alletra Haven;06/07/2020;88;328;63;24007
dHCI Platinum Beach Resort;06/07/2020;95;397;51;32888
GreenLake Platinum Heritage Inn;06/07/2020;93;384;42;21519
Pointnext Signature Residences & Suites;06/07/2020;88;315;20;20839
ProLiant Place;06/07/2020;91;274;45;30249
Synergy Golden Grand Hotel;06/07/2020;75;269;24;17175
Alletra Resort;06/07/2020;76;159;12;15812
GreenLake Digital Business Suites;06/07/2020;83;191;16;29012
Apollo Resort & Spa;06/07/2020;73;240;40;26459
Nimble Inn;06/07/2020;90;300;35;16914
Ezmeral Grand Hotel;06/07/2020;78;321;59;13503
Alletra Boutique Hotel;06/07/2020;91;424;61;20462
Simplivity Golden Plaza Hotel;06/07/2020;75;296;27;24297
Cray Villas;06/07/2020;84;311;62;23515
Apollo Diamond Suites;06/07/2020;84;287;38;27593
Apollo Towers;06/07/2020;71;340;42;20417
Alletra Diamond Grand Hotel;07/07/2020;81;349;18;18912
ProLiant Towers;07/07/2020;78;195;33;21476
Aruba Luxury Lodge;07/07/2020;84;299;43;1858
InfoSight Boutique Hotel;07/07/2020;94;274;53;19293
Primera Grand;07/07/2020;91;321;52;28365
dHCI Executive Boutique Hotel;07/07/2020;84;290;39;19268
ProLiant Haven;07/07/2020;95;212;32;22111
Apollo Executive Beach Resort;07/07/2020;88;395;27;15818
Aruba Lodge;07/07/2020;90;233;33;24482
Alletra Haven;07/07/2020;90;197;26;19075
dHCI Platinum Beach Resort;07/07/2020;70;204;24;17653
GreenLake Platinum Heritage Inn;07/07/2020;77;207;34;2335
Pointnext Signature Residences & Suites;07/07/2020;88;257;42;24296
ProLiant Place;07/07/2020;79;182;17;28607
Synergy Golden Grand Hotel;07/07/2020;88;225;43;22623
Alletra Resort;07/07/2020;74;251;48;18025
GreenLake Digital Business Suites;07/07/2020;84;238;27;17466
Apollo Resort & Spa;07/07/2020;84;238;26;19701
Nimble Inn;07/07/2020;84;308;53;1686
Ezmeral Grand Hotel;07/07/2020;84;193;18;20071
Alletra Boutique Hotel;07/07/2020;90;445;29;31233
Simplivity Golden Plaza Hotel;07/07/2020;95;337;46;21559
Cray Villas;07/07/2020;74;216;40;14142
Apollo Diamond Suites;07/07/2020;86;299;36;1642
Apollo Towers;07/07/2020;83;324;29;25578
Alletra Diamond Grand Hotel;08/07/2020;75;223;11;25281
ProLiant Towers;08/07/2020;70;174;32;25084
Aruba Luxury Lodge;08/07/2020;86;224;15;18208
InfoSight Boutique Hotel;08/07/2020;91;393;35;15069
Primera Grand;08/07/2020;72;304;17;13376
dHCI Executive Boutique Hotel;08/07/2020;84;372;44;25165
ProLiant Haven;08/07/2020;72;358;54;20389
Apollo Executive Beach Resort;08/07/2020;73;363;65;16302
Aruba Lodge;08/07/2020;74;189;23;15154
Alletra Haven;08/07/2020;72;181;17;22186
dHCI Platinum Beach Resort;08/07/2020;74;206;34;23493
GreenLake Platinum Heritage Inn;08/07/2020;86;421;68;14343
Pointnext Signature Residences & Suites;08/07/2020;75;253;37;17946
ProLiant Place;08/07/2020;78;327;36;17294
Synergy Golden Grand Hotel;08/07/2020;80;225;34;23863
Alletra Resort;08/07/2020;71;343;37;24567
GreenLake Digital Business Suites;08/07/2020;90;265;44;1926
Apollo Resort & Spa;08/07/2020;82;271;38;28318
Nimble Inn;08/07/2020;70;241;37;20004
Ezmeral Grand Hotel;08/07/2020;74;177;28;15885
Alletra Boutique Hotel;08/07/2020;73;303;38;1869
Simplivity Golden Plaza Hotel;08/07/2020;70;246;27;21692
Cray Villas;08/07/2020;76;340;32;2374
Apollo Diamond Suites;08/07/2020;81;218;25;1893
Apollo Towers;08/07/2020;71;258;34;21389
